-10.0,-0.6483576960041165
-9.5,-0.07536423875739443
-9.0,-791.9841801476948
-8.5,-111.77379203935236
-8.0,-13.98327801136574
-7.5,-2.590855262032314
-7.0,-0.8713881346037453
-6.5,-0.22027720033732945
-6.0,-1321.2917237501028
-5.5,-198.9996475625784
-5.0,-24.961094044598486
-4.5,-3.8733199712894124
-4.0,-1.1571175217485803
-3.5,-0.3745856340566084
-3.0,-2162.9812987012983
-2.5,-348.41025504925244
-2.0,-45.190354337021006
-1.5,-6.166983056006494
-1.0,-1.5513676447009779
-0.5,-0.5463020019139809
0.0,0.0
0.5,0.5463020019139809
1.0,1.5513676447009779
1.5,6.166983056006494
2.0,45.190354337021006
2.5,348.41025504925244
3.0,2162.9812987012983
3.5,0.3745856340566084
4.0,1.1571175217485803
4.5,3.8733199712894124
5.0,24.961094044598486
5.5,198.9996475625784
6.0,1321.2917237501028
6.5,0.22027720033732945
7.0,0.8713881346037453
7.5,2.590855262032314
8.0,13.98327801136574
8.5,111.77379203935236
9.0,791.9841801476948
9.5,0.07536423875739443
10.0,0.6483576960041165
