-10.0,-0.022056094107185054
-9.5,-1.2576883862889159
-9.0,-1.1204313660847836
-8.5,-1.6611294736443536
-8.0,-6.872852349930625
-7.5,-0.0010396723528861254
-7.0,-0.010186405727674996
-6.5,-0.24952228344866348
-6.0,-1.1384971919019204
-5.5,-1.4113977355695677
-5.0,-3.525321099649592
-4.5,-6.037153113206303E-4
-4.0,-0.0050068801579153605
-3.5,-0.08494580049562522
-3.0,-1.461282717736914
-2.5,-1.2502027242495302
-2.0,-2.4029994315853123
-1.5,14.136832713118093
-1.0,1.8508238290072072
-0.5,1.1497489059798724
0.0,NaN
0.5,0.006384656761800308
1.0,0.0
1.5,0.007259026542150688
2.0,0.008526316717347153
2.5,-0.17825910202941195
3.0,-0.8279322730401778
3.5,-2.2028954094959485
4.0,-4.51790460645326
4.5,-7.936846642750218
5.0,-12.57950396629823
5.5,-18.53014533962318
6.0,-25.84533646710472
6.5,-34.56035126202709
7.0,-44.69422189518518
7.5,-56.25364694046501
8.0,-69.23599475099263
8.5,-83.63160742713553
9.0,-99.42556964760283
9.5,-116.59906932578943
10.0,-135.1304467353375
