-10.0,NaN
-9.5,NaN
-9.0,NaN
-8.5,NaN
-8.0,NaN
-7.5,NaN
-7.0,NaN
-6.5,NaN
-6.0,NaN
-5.5,NaN
-5.0,NaN
-4.5,NaN
-4.0,NaN
-3.5,NaN
-3.0,NaN
-2.5,NaN
-2.0,NaN
-1.5,NaN
-1.0,NaN
-0.5,NaN
0.0,NaN
0.5,-1.0
1.0,0.0
1.5,0.5849632873222907
2.0,1.0
2.5,1.3219259095437474
3.0,1.5849575519630383
3.5,1.807347133179177
4.0,1.9999895180246097
4.5,2.1699120541597017
5.0,2.32191292592689
5.5,2.459414460181224
6.0,2.5849435634850924
6.5,2.700419189052354
7.0,2.807332965207245
7.5,2.906867354443817
8.0,2.9999755998369295
8.5,3.0874373917062345
9.0,3.1698985986327157
9.5,3.2479002418996794
10.0,3.321900029200307
