-10.0,-1.8381643355679285
-9.5,-13.306542827108089
-9.0,-2.426489500579931
-8.5,-1.2523685420050672
-8.0,-1.0107564703575451
-7.5,-1.0660980810234542
-7.0,-1.5221001328793415
-6.5,-4.648568240981778
-6.0,-3.57890592845767
-5.5,-1.4173540833971143
-5.0,-1.042835511469105
-4.5,-1.022986506807975
-4.0,-1.3213478276381039
-3.5,-2.850765287941548
-3.0,-7.086167800453515
-2.5,-1.6709219478939699
-2.0,-1.099750686519366
-1.5,-1.0025112907834124
-1.0,-1.1883950843225732
-0.5,-2.085827635547509
0.0,NaN
0.5,2.085827635547509
1.0,1.1883950843225732
1.5,1.0025112907834124
2.0,1.099750686519366
2.5,1.6709219478939699
3.0,7.086167800453515
3.5,2.850765287941548
4.0,1.3213495736004925
4.5,1.022986506807975
5.0,1.042835511469105
5.5,1.4173540833971143
6.0,3.5788931199358665
6.5,4.648568240981778
7.0,1.5221001328793415
7.5,1.0660980810234542
8.0,1.0107564703575451
8.5,1.2523685420050672
9.0,2.426489500579931
9.5,13.306542827108089
10.0,1.8381643355679285
